id,date,region,temperature_min,temperature_max,precipitation_mm,humidite_relative,vitesse_vent_kmh,direction_vent,pression_hpa,insolation_h
2437,2022-05-03,Nord,22.7,33.1,0.6,58,16.2,SE,1013.1,8.3
2438,2022-05-03,Est,20.9,30.9,0.6,70,24.6,SW,1011.8,8.4
2439,2022-05-03,Sahel,25.3,35.1,0.0,55,24.7,SE,1015.7,7.3
2440,2022-05-03,Sud-Ouest,19.8,31.9,2.4,74,21.1,SW,1012.5,6.2
2441,2022-05-04,Centre,18.8,31.4,6.7,68,20.9,S,1015.1,8.5
2442,2022-05-04,Nord,17.4,35.6,0.0,59,5.0,S,1017.9,7.1
2443,2022-05-04,Est,22.2,31.5,0.0,65,8.9,SW,1015.5,7.8
2444,2022-05-04,Sahel,22.2,34.7,0.0,56,11.2,SW,1018.2,9.0
2445,2022-05-04,Sud-Ouest,20.3,26.3,3.8,73,18.0,S,1015.0,7.7
2446,2022-05-05,Centre,18.7,26.4,5.3,66,14.5,SW,1016.6,8.8
2447,2022-05-05,Nord,26.3,36.4,59.7,54,9.8,SW,1011.3,7.8
2448,2022-05-05,Est,22.9,31.0,3.4,61,23.9,SW,1012.6,7.3
2449,2022-05-05,Sahel,26.0,31.5,1.5,58,11.9,SW,1017.3,7.7
2450,2022-05-05,Sud-Ouest,20.3,29.3,2.1,76,5.0,S,1012.0,8.1
2451,2022-05-06,Centre,19.5,29.1,0.8,69,22.6,SW,1011.9,7.8
2452,2022-05-06,Nord,25.2,33.8,3.9,59,24.9,S,1013.4,9.3
2453,2022-05-06,Est,19.5,31.7,1.3,66,22.7,SW,1010.0,9.7
2454,2022-05-06,Sahel,25.7,32.2,16.5,55,15.7,SW,1016.3,9.4
2455,2022-05-06,Sud-Ouest,17.9,28.3,5.3,80,5.0,S,1010.9,9.7
2456,2022-05-07,Centre,21.4,32.5,0.0,65,25.0,S,1015.0,7.4
2457,2022-05-07,Nord,22.2,29.6,0.6,56,11.1,S,1017.8,8.3
2458,2022-05-07,Est,20.4,34.3,0.0,61,13.5,SW,1014.1,10.7
2459,2022-05-07,Sahel,22.3,31.6,4.9,55,17.5,SW,1018.4,8.7
2460,2022-05-07,Sud-Ouest,18.6,30.2,0.4,75,7.0,SE,1014.3,9.3
2461,2022-05-08,Centre,20.1,31.3,3.7,68,18.2,S,1019.7,9.3
2462,2022-05-08,Nord,20.3,35.1,3.2,57,5.0,SE,1011.5,7.6
2463,2022-05-08,Est,19.7,31.4,65.3,67,14.4,SW,1015.2,7.4
2464,2022-05-08,Sahel,21.9,33.5,0.0,59,7.7,SE,1017.7,8.7
2465,2022-05-08,Sud-Ouest,16.6,32.4,0.0,79,11.6,S,1016.2,9.2
2466,2022-05-09,Centre,21.0,31.8,1.5,66,21.7,SE,1013.2,7.2
2467,2022-05-09,Nord,21.9,32.5,0.0,65,7.6,SE,1014.3,7.1
2468,2022-05-09,Est,20.4,32.3,2.9,64,19.2,SW,1013.5,8.3
2469,2022-05-09,Sahel,25.1,32.9,0.0,57,9.1,SE,1017.4,8.5
2470,2022-05-09,Sud-Ouest,16.8,31.1,0.0,78,16.9,SW,1018.3,7.2
2471,2022-05-10,Centre,19.0,29.5,1.7,67,21.9,SE,1013.1,10.4
2472,2022-05-10,Nord,22.8,31.4,0.0,60,10.4,SW,1019.9,7.0
2473,2022-05-10,Est,19.0,31.5,3.3,64,15.7,SW,1017.8,8.2
2474,2022-05-10,Sahel,22.3,32.0,0.0,54,9.9,SW,1013.7,8.9
2475,2022-05-10,Sud-Ouest,19.7,29.9,4.3,81,24.2,SE,1015.1,9.4
2476,2022-05-11,Centre,20.4,29.4,0.0,67,18.2,S,1019.5,8.2
2477,2022-05-11,Nord,21.9,34.7,2.5,58,21.9,SW,1016.7,7.2
2478,2022-05-11,Est,18.9,31.4,2.9,63,6.7,S,1013.7,8.1
2479,2022-05-11,Sahel,25.6,27.7,3.4,53,21.9,SW,1012.8,8.6
2480,2022-05-11,Sud-Ouest,20.2,30.0,8.5,79,25.0,S,1010.0,8.9
2481,2022-05-12,Centre,20.2,32.6,26.2,67,9.9,SE,1014.9,7.9
2482,2022-05-12,Nord,23.8,32.3,7.8,59,14.6,SW,1015.8,7.0
2483,2022-05-12,Est,17.4,31.9,0.6,63,16.1,SE,1019.3,7.3
2484,2022-05-12,Sahel,22.2,33.7,1.3,58,12.0,SW,1012.4,8.2
2485,2022-05-12,Sud-Ouest,22.0,30.7,5.3,75,6.7,SE,1013.3,6.7
2486,2022-05-13,Centre,24.1,27.3,0.0,62,5.0,S,1014.8,7.0
2487,2022-05-13,Nord,20.0,34.1,0.0,67,11.3,S,1015.6,8.0
2488,2022-05-13,Est,21.3,28.9,3.0,60,25.0,SE,1015.9,8.2
2489,2022-05-13,Sahel,24.4,34.2,0.2,60,5.0,S,1012.6,9.0
2490,2022-05-13,Sud-Ouest,19.5,30.7,1.8,74,16.4,SE,1011.7,8.4
2491,2022-05-14,Centre,21.1,27.4,0.0,64,24.2,SW,1016.6,10.0
2492,2022-05-14,Nord,22.9,31.5,5.1,64,15.8,SW,1012.1,9.3
2493,2022-05-14,Est,20.3,33.3,6.5,66,18.7,S,1013.7,9.3
2494,2022-05-14,Sahel,23.7,35.3,5.1,56,18.4,S,1011.4,8.0
2495,2022-05-14,Sud-Ouest,19.0,30.3,8.1,77,24.6,S,1017.8,8.1
2496,2022-05-15,Centre,21.6,32.0,3.5,62,24.4,S,1015.6,8.1
2497,2022-05-15,Nord,27.3,32.1,0.4,62,22.5,SW,1013.0,8.5
2498,2022-05-15,Est,18.3,31.2,4.4,67,11.4,SE,1016.5,6.4
2499,2022-05-15,Sahel,24.8,32.9,2.3,59,16.2,SW,1019.0,9.5
2500,2022-05-15,Sud-Ouest,19.1,31.0,10.1,76,8.2,S,1012.8,8.2
2501,2022-05-16,Centre,20.7,31.3,2.7,68,8.0,S,1014.6,8.2
2502,2022-05-16,Nord,25.0,33.9,0.7,60,25.0,S,1014.7,8.6
2503,2022-05-16,Est,18.2,34.7,3.1,71,21.9,SE,1010.8,9.0
2504,2022-05-16,Sahel,25.3,32.6,4.6,51,19.3,S,1012.8,9.3
2505,2022-05-16,Sud-Ouest,18.9,28.1,1.7,76,12.8,SW,1017.2,7.3
2506,2022-05-17,Centre,18.6,33.3,0.2,66,14.3,S,1013.7,9.2
2507,2022-05-17,Nord,22.7,35.6,3.7,63,9.1,SE,1018.5,8.9
2508,2022-05-17,Est,20.7,34.2,1.0,71,22.9,SW,1013.3,7.9
2509,2022-05-17,Sahel,23.7,34.1,1.5,55,20.4,S,1012.8,9.4
2510,2022-05-17,Sud-Ouest,21.2,27.7,7.1,77,19.8,S,1011.4,7.0
2511,2022-05-18,Centre,21.5,28.9,3.6,78,23.3,SW,1010.5,10.5
2512,2022-05-18,Nord,23.7,32.3,34.0,60,23.4,S,1012.8,7.2
2513,2022-05-18,Est,20.8,31.8,0.0,64,18.1,SW,1012.9,8.9
2514,2022-05-18,Sahel,22.5,36.1,4.3,53,7.3,SW,1013.6,7.5
2515,2022-05-18,Sud-Ouest,19.6,30.8,3.0,79,18.2,SW,1015.9,7.2
2516,2022-05-19,Centre,21.9,31.1,0.2,72,6.7,SE,1015.5,9.1
2517,2022-05-19,Nord,20.8,32.7,3.7,57,11.5,S,1010.0,8.7
2518,2022-05-19,Est,23.0,32.5,3.0,66,14.1,SE,1013.1,9.3
2519,2022-05-19,Sahel,22.9,34.1,4.1,59,15.8,SW,1012.9,10.7
2520,2022-05-19,Sud-Ouest,19.2,26.0,8.6,76,21.1,S,1015.6,8.0
2521,2022-05-20,Centre,18.3,31.4,4.4,72,7.6,S,1011.6,8.9
2522,2022-05-20,Nord,22.4,35.2,45.5,64,22.8,S,1019.4,8.2
2523,2022-05-20,Est,20.1,33.6,60.6,65,14.5,SW,1011.7,9.4
2524,2022-05-20,Sahel,24.8,32.9,1.6,62,16.0,SE,1012.1,9.0
2525,2022-05-20,Sud-Ouest,17.5,30.0,7.2,78,12.2,SE,1011.0,8.6
2526,2022-05-21,Centre,21.6,31.9,1.7,71,16.9,S,1016.6,7.6
2527,2022-05-21,Nord,25.7,31.6,3.9,60,25.0,SE,1015.4,7.3
2528,2022-05-21,Est,23.1,29.7,2.5,64,9.2,SE,1017.5,9.0
2529,2022-05-21,Sahel,26.8,35.3,0.0,59,9.4,SW,1016.4,8.5
2530,2022-05-21,Sud-Ouest,19.3,32.1,3.0,75,10.1,S,1015.9,6.6
2531,2022-05-22,Centre,19.8,33.7,61.4,68,10.6,SE,1015.7,8.3
2532,2022-05-22,Nord,22.3,36.8,22.6,60,16.2,S,1013.4,8.1
2533,2022-05-22,Est,20.3,30.9,2.9,66,23.7,S,1016.5,10.3
2534,2022-05-22,Sahel,21.7,34.0,0.0,60,14.9,SW,1013.9,8.6
2535,2022-05-22,Sud-Ouest,18.5,29.7,2.8,81,9.1,SW,1010.0,10.3
2536,2022-05-23,Centre,23.4,32.3,18.1,68,17.7,SE,1011.5,8.5
2537,2022-05-23,Nord,22.7,36.0,0.0,59,19.1,SW,1014.9,9.0
2538,2022-05-23,Est,19.7,33.0,2.5,69,22.3,SE,1015.0,8.4
2539,2022-05-23,Sahel,26.3,30.3,1.2,60,11.7,SW,1016.8,8.5
2540,2022-05-23,Sud-Ouest,22.9,31.8,2.3,79,19.4,SW,1014.6,8.9
2541,2022-05-24,Centre,23.3,31.7,0.0,72,24.2,S,1014.6,7.2
2542,2022-05-24,Nord,23.6,32.8,2.4,65,12.5,SW,1017.6,6.2
2543,2022-05-24,Est,19.1,32.0,4.7,64,21.5,SE,1015.5,8.7
2544,2022-05-24,Sahel,27.6,38.9,18.6,59,19.2,SW,1015.9,9.5
2545,2022-05-24,Sud-Ouest,18.6,28.1,75.9,85,17.8,S,1014.3,8.0
2546,2022-05-25,Centre,21.8,34.9,3.2,65,20.3,SW,1010.0,8.8
2547,2022-05-25,Nord,23.9,36.1,1.6,65,13.7,SE,1016.6,7.9
2548,2022-05-25,Est,21.5,33.9,0.1,69,20.6,S,1012.5,8.0
2549,2022-05-25,Sahel,27.2,35.8,3.2,64,9.9,S,1016.2,8.2
2550,2022-05-25,Sud-Ouest,20.9,30.2,0.1,82,11.7,SW,1014.7,9.0
2551,2022-05-26,Centre,20.8,32.6,75.6,71,16.2,SE,1011.6,9.0
2552,2022-05-26,Nord,24.9,38.3,1.3,66,11.8,SW,1012.2,8.5
2553,2022-05-26,Est,23.1,28.7,0.0,75,22.2,S,1016.4,6.9
2554,2022-05-26,Sahel,26.1,35.8,0.0,58,13.5,SE,1014.1,9.1
2555,2022-05-26,Sud-Ouest,21.1,28.0,2.9,81,15.0,SE,1010.9,7.7
2556,2022-05-27,Centre,21.0,30.4,49.9,73,14.1,SW,1018.7,6.6
2557,2022-05-27,Nord,23.0,34.5,4.0,66,14.6,S,1016.0,10.4
2558,2022-05-27,Est,23.2,30.1,0.0,70,10.6,S,1015.4,8.3
2559,2022-05-27,Sahel,24.1,33.1,2.1,60,11.3,SW,1012.4,10.9
2560,2022-05-27,Sud-Ouest,19.7,28.3,0.0,77,5.0,SW,1012.3,6.3
2561,2022-05-28,Centre,19.0,34.5,4.8,74,5.0,SE,1016.4,7.5
2562,2022-05-28,Nord,25.5,32.8,1.4,67,10.3,SE,1012.3,9.5
2563,2022-05-28,Est,23.8,32.2,5.1,66,22.7,SE,1019.7,7.5
2564,2022-05-28,Sahel,25.4,30.6,2.4,60,23.9,SE,1018.2,7.8
2565,2022-05-28,Sud-Ouest,18.6,33.8,3.8,86,11.8,SE,1017.0,7.6
2566,2022-05-29,Centre,23.7,28.5,2.9,77,14.7,SE,1018.0,8.1
2567,2022-05-29,Nord,25.3,34.4,5.0,63,24.7,S,1013.5,7.9
2568,2022-05-29,Est,20.8,35.7,2.9,68,18.8,SE,1016.2,8.4
2569,2022-05-29,Sahel,26.3,36.8,0.0,51,18.8,S,1016.8,8.3
2570,2022-05-29,Sud-Ouest,19.1,31.4,4.2,79,7.3,SE,1015.3,8.5
2571,2022-05-30,Centre,21.6,32.0,60.5,73,15.1,SW,1014.7,8.7
2572,2022-05-30,Nord,21.6,35.6,0.3,63,21.0,S,1012.8,8.2
2573,2022-05-30,Est,22.5,31.2,0.0,70,13.4,SW,1011.6,9.2
2574,2022-05-30,Sahel,23.2,35.8,0.0,66,23.8,S,1010.0,7.8
2575,2022-05-30,Sud-Ouest,17.4,29.4,5.9,81,8.8,S,1020.0,10.4
2576,2022-05-31,Centre,20.6,33.7,5.0,71,21.2,S,1018.5,7.8
2577,2022-05-31,Nord,22.8,33.5,28.8,62,5.0,S,1015.8,7.8
2578,2022-05-31,Est,23.3,31.6,0.0,66,20.8,SE,1015.1,6.6
2579,2022-05-31,Sahel,25.4,34.6,2.2,60,6.6,S,1012.5,8.6
2580,2022-05-31,Sud-Ouest,17.9,31.8,1.4,80,7.1,S,1018.6,8.9
2581,2022-06-01,Centre,20.3,32.7,6.2,73,25.0,SE,1019.8,10.1
2582,2022-06-01,Nord,22.8,35.4,5.1,61,22.1,S,1019.6,9.4
2583,2022-06-01,Est,22.4,33.6,32.8,66,10.7,S,1015.9,8.2
2584,2022-06-01,Sahel,24.7,31.6,0.0,63,16.9,S,1013.3,8.4
2585,2022-06-01,Sud-Ouest,17.8,30.2,8.0,84,20.4,SW,1016.2,9.1
2586,2022-06-02,Centre,21.0,34.7,2.1,74,5.0,SW,1015.1,8.7
2587,2022-06-02,Nord,20.9,32.3,1.2,65,6.5,S,1016.4,7.8
2588,2022-06-02,Est,22.3,32.2,1.1,72,10.7,SE,1014.8,8.3
2589,2022-06-02,Sahel,26.0,35.1,0.0,59,17.4,SW,1019.1,7.6
2590,2022-06-02,Sud-Ouest,19.8,30.4,4.8,79,16.4,SE,1016.0,8.3
2591,2022-06-03,Centre,22.2,33.7,0.7,72,14.8,SE,1017.4,8.8
2592,2022-06-03,Nord,22.1,31.5,3.3,65,24.5,SW,1017.7,8.5
2593,2022-06-03,Est,24.1,33.5,0.0,71,13.4,SE,1019.2,7.9
2594,2022-06-03,Sahel,26.1,38.8,0.0,62,11.7,S,1014.5,6.7
2595,2022-06-03,Sud-Ouest,20.3,28.5,3.7,81,9.6,SW,1011.1,7.7
2596,2022-06-04,Centre,22.1,34.0,44.9,72,23.6,SE,1016.4,9.1
2597,2022-06-04,Nord,21.7,31.6,2.9,67,7.1,SW,1014.5,7.2
2598,2022-06-04,Est,22.2,35.0,4.4,70,22.5,SE,1020.0,8.1
2599,2022-06-04,Sahel,28.4,33.6,1.7,57,23.4,SE,1015.6,6.2
2600,2022-06-04,Sud-Ouest,19.5,29.6,4.1,82,22.8,SW,1016.7,6.7
2601,2022-06-05,Centre,19.7,33.9,2.3,73,16.9,S,1020.0,8.5
2602,2022-06-05,Nord,25.7,30.5,0.2,68,19.3,SW,1014.7,11.0
2603,2022-06-05,Est,24.1,33.4,1.7,71,15.5,SE,1011.7,7.9
2604,2022-06-05,Sahel,23.1,35.2,3.2,57,9.5,S,1019.7,8.8
2605,2022-06-05,Sud-Ouest,20.2,27.1,34.6,80,19.7,SW,1018.5,9.8
2606,2022-06-06,Centre,21.7,31.8,0.6,72,25.0,SW,1015.2,9.0
2607,2022-06-06,Nord,25.6,33.1,61.5,70,18.9,SW,1016.7,9.0
2608,2022-06-06,Est,22.1,33.4,3.6,70,22.0,S,1019.5,7.4
2609,2022-06-06,Sahel,25.0,36.1,0.0,63,25.0,SE,1015.2,7.7
2610,2022-06-06,Sud-Ouest,22.1,33.7,1.0,75,17.2,SE,1011.9,8.8
2611,2022-06-07,Centre,20.5,34.4,2.8,69,18.7,S,1014.1,7.4
2612,2022-06-07,Nord,24.0,36.4,0.0,65,8.7,SW,1017.8,7.8
2613,2022-06-07,Est,20.9,31.8,2.1,70,5.7,SE,1020.0,7.6
2614,2022-06-07,Sahel,26.5,34.9,22.4,63,10.0,S,1016.6,8.5
2615,2022-06-07,Sud-Ouest,21.0,31.6,2.2,80,19.3,S,1013.6,8.7
2616,2022-06-08,Centre,23.0,33.6,0.0,71,9.6,S,1013.9,8.7
2617,2022-06-08,Nord,23.6,34.8,4.1,64,18.6,SE,1020.0,7.8
2618,2022-06-08,Est,23.6,33.2,0.0,69,16.5,SW,1017.6,8.8
2619,2022-06-08,Sahel,24.2,37.0,1.7,69,19.1,SE,1017.0,10.2
2620,2022-06-08,Sud-Ouest,17.4,26.7,3.3,81,8.4,SW,1015.2,10.1
2621,2022-06-09,Centre,20.6,33.7,4.6,73,8.8,SE,1013.3,8.4
2622,2022-06-09,Nord,24.7,36.2,6.7,63,18.3,S,1014.0,10.1
2623,2022-06-09,Est,21.9,34.2,65.0,71,19.7,SW,1018.2,6.2
2624,2022-06-09,Sahel,25.2,35.5,36.0,62,20.1,SE,1015.7,6.9
2625,2022-06-09,Sud-Ouest,22.5,28.4,6.6,80,14.2,S,1018.2,7.2
2626,2022-06-10,Centre,21.9,37.0,9.4,74,18.8,SE,1017.8,9.8
2627,2022-06-10,Nord,25.4,36.4,0.1,70,7.8,SE,1017.1,8.7
2628,2022-06-10,Est,25.4,33.0,2.2,72,23.5,SW,1011.4,8.3
2629,2022-06-10,Sahel,24.2,36.4,3.2,63,19.9,SW,1020.0,8.7
2630,2022-06-10,Sud-Ouest,19.8,34.2,71.1,82,7.8,SW,1013.7,9.5
2631,2022-06-11,Centre,22.5,35.2,0.0,69,6.3,SE,1015.1,8.1
2632,2022-06-11,Nord,24.3,34.7,40.8,70,17.4,S,1015.0,8.5
2633,2022-06-11,Est,20.2,34.0,1.5,72,25.0,SW,1018.5,9.7
2634,2022-06-11,Sahel,23.1,35.2,37.1,65,25.0,SW,1017.6,8.6
2635,2022-06-11,Sud-Ouest,20.7,33.8,4.0,81,20.6,SE,1012.7,8.0
2636,2022-06-12,Centre,22.2,32.2,4.3,73,19.6,SE,1020.0,9.8
2637,2022-06-12,Nord,27.7,37.9,16.8,69,21.5,S,1017.0,8.2
2638,2022-06-12,Est,21.2,33.5,0.0,73,10.6,S,1016.6,7.5
2639,2022-06-12,Sahel,26.3,37.9,0.4,63,10.1,S,1015.6,7.8
2640,2022-06-12,Sud-Ouest,22.2,33.8,1.9,81,5.9,SE,1010.6,7.8
2641,2022-06-13,Centre,21.8,31.2,55.2,73,16.5,SW,1015.6,9.8
2642,2022-06-13,Nord,27.1,33.3,2.7,64,13.0,SW,1012.7,8.7
2643,2022-06-13,Est,22.7,33.8,5.6,68,9.3,SE,1017.2,8.3
2644,2022-06-13,Sahel,26.7,36.0,0.0,61,18.1,SE,1015.0,8.9
2645,2022-06-13,Sud-Ouest,20.8,32.1,4.8,79,16.5,SW,1016.1,8.4
2646,2022-06-14,Centre,20.3,32.0,39.1,78,10.6,SE,1016.2,8.1
2647,2022-06-14,Nord,24.0,34.9,0.0,66,14.9,SW,1015.9,8.7
2648,2022-06-14,Est,24.6,34.7,54.8,76,21.1,SW,1018.0,9.5
2649,2022-06-14,Sahel,23.0,35.2,43.9,64,19.7,SE,1014.7,9.4
2650,2022-06-14,Sud-Ouest,20.7,32.5,1.9,84,5.0,S,1016.4,9.4
2651,2022-06-15,Centre,20.6,37.3,6.3,78,14.3,SW,1017.9,8.6
2652,2022-06-15,Nord,26.5,37.5,2.7,63,25.0,SE,1013.6,8.1
2653,2022-06-15,Est,21.8,32.4,4.3,75,15.8,S,1016.7,7.3
2654,2022-06-15,Sahel,24.0,37.9,2.4,65,17.8,SW,1019.1,6.6
2655,2022-06-15,Sud-Ouest,19.0,36.1,76.2,87,18.0,S,1020.0,8.3
2656,2022-06-16,Centre,22.5,31.6,49.1,73,10.1,S,1017.6,7.3
2657,2022-06-16,Nord,22.7,34.1,3.9,68,8.5,SE,1020.0,6.4
2658,2022-06-16,Est,21.9,37.3,47.2,70,23.6,SW,1016.1,8.2
2659,2022-06-16,Sahel,24.2,35.7,0.0,58,14.7,SE,1013.1,6.9
2660,2022-06-16,Sud-Ouest,19.1,34.4,0.4,82,12.6,S,1011.0,6.8
2661,2022-06-17,Centre,20.3,33.4,3.3,68,25.0,SE,1013.4,7.6
2662,2022-06-17,Nord,25.5,33.3,3.2,66,16.8,SW,1016.8,10.7
2663,2022-06-17,Est,25.2,31.9,0.0,74,23.6,SW,1011.7,10.4
2664,2022-06-17,Sahel,27.6,37.9,0.7,66,10.0,S,1016.6,6.6
2665,2022-06-17,Sud-Ouest,21.2,35.4,2.3,84,6.7,SW,1011.6,7.2
2666,2022-06-18,Centre,20.0,36.1,27.8,78,19.2,S,1018.3,9.1
2667,2022-06-18,Nord,22.7,34.3,2.6,68,17.7,SE,1014.8,8.3
2668,2022-06-18,Est,24.4,33.3,2.4,73,14.8,S,1010.7,8.4
2669,2022-06-18,Sahel,26.5,37.8,5.0,63,24.8,SW,1016.1,9.1
2670,2022-06-18,Sud-Ouest,22.1,30.8,7.0,82,7.5,SW,1012.2,9.3
2671,2022-06-19,Centre,22.7,33.4,0.5,82,6.6,SE,1015.1,9.2
2672,2022-06-19,Nord,23.8,35.1,1.5,65,6.7,SW,1018.5,9.1
2673,2022-06-19,Est,22.0,33.5,3.5,76,16.2,SE,1012.6,5.8
2674,2022-06-19,Sahel,25.3,39.4,4.7,59,22.0,S,1012.5,7.1
2675,2022-06-19,Sud-Ouest,20.6,32.0,19.2,84,15.4,SE,1014.3,5.7
2676,2022-06-20,Centre,22.9,35.8,51.9,79,8.0,SW,1016.5,6.0
2677,2022-06-20,Nord,25.4,36.8,2.1,71,6.7,SW,1020.0,7.2
2678,2022-06-20,Est,21.6,36.3,48.5,73,12.3,SW,1010.2,8.7
2679,2022-06-20,Sahel,27.8,37.6,0.9,65,6.8,SE,1010.0,7.7
2680,2022-06-20,Sud-Ouest,19.9,33.5,48.8,88,18.4,SE,1014.3,8.3
2681,2022-06-21,Centre,23.6,36.2,3.3,83,5.0,SW,1017.0,8.5
2682,2022-06-21,Nord,25.6,36.5,44.0,71,7.9,SW,1016.4,6.9
2683,2022-06-21,Est,22.3,32.6,2.4,75,15.4,SE,1017.3,7.0
2684,2022-06-21,Sahel,26.5,35.7,3.2,65,24.1,S,1018.1,7.2
2685,2022-06-21,Sud-Ouest,21.1,33.5,30.5,85,13.4,S,1015.8,7.8
2686,2022-06-22,Centre,23.4,36.7,13.1,78,22.7,SW,1012.8,9.4
2687,2022-06-22,Nord,23.8,34.0,0.0,75,16.7,SW,1020.0,7.2
2688,2022-06-22,Est,22.7,33.3,0.0,76,13.6,SE,1011.9,8.8
2689,2022-06-22,Sahel,26.9,37.0,1.3,57,10.7,SE,1010.0,8.6
2690,2022-06-22,Sud-Ouest,20.0,34.1,4.1,81,8.0,S,1012.2,8.6
2691,2022-06-23,Centre,21.6,27.9,2.8,78,16.1,S,1015.6,7.5
2692,2022-06-23,Nord,21.5,35.8,2.8,63,16.9,SE,1018.3,7.3
2693,2022-06-23,Est,23.0,32.2,1.7,78,17.6,S,1014.7,7.1
2694,2022-06-23,Sahel,23.9,37.0,0.5,66,5.6,SE,1020.0,8.6
2695,2022-06-23,Sud-Ouest,20.8,34.4,0.0,86,7.6,SE,1011.8,8.6
2696,2022-06-24,Centre,22.4,35.5,1.7,72,7.3,SW,1015.4,7.7
2697,2022-06-24,Nord,24.4,35.7,3.2,72,10.3,SW,1015.1,8.2
2698,2022-06-24,Est,23.9,31.5,3.9,78,13.6,S,1016.5,8.9
2699,2022-06-24,Sahel,24.3,40.4,30.6,70,25.0,S,1014.6,8.0
2700,2022-06-24,Sud-Ouest,21.0,33.8,1.7,87,14.3,SE,1016.8,8.4
2701,2022-06-25,Centre,23.0,32.8,4.8,76,20.5,SE,1014.9,7.1
2702,2022-06-25,Nord,24.5,35.9,2.3,68,12.7,SE,1014.0,7.2
2703,2022-06-25,Est,22.6,36.0,6.8,74,11.1,SW,1016.9,7.8
2704,2022-06-25,Sahel,28.2,37.4,0.0,68,10.9,S,1014.9,7.4
2705,2022-06-25,Sud-Ouest,20.3,33.0,5.9,84,9.4,SE,1018.8,8.2
2706,2022-06-26,Centre,22.1,34.1,45.6,74,22.0,S,1012.6,8.2
2707,2022-06-26,Nord,24.9,37.2,1.0,67,12.3,S,1018.5,8.8
2708,2022-06-26,Est,25.5,32.6,60.1,80,15.0,S,1013.4,8.2
2709,2022-06-26,Sahel,22.7,36.5,19.9,66,11.5,S,1012.0,8.9
2710,2022-06-26,Sud-Ouest,19.8,33.7,3.5,86,12.9,S,1016.1,6.4
2711,2022-06-27,Centre,21.8,34.2,3.3,69,7.3,SE,1016.0,6.8
2712,2022-06-27,Nord,22.9,38.4,2.2,70,14.6,S,1016.4,9.3
2713,2022-06-27,Est,22.0,35.6,66.6,75,24.4,SW,1018.8,8.7
2714,2022-06-27,Sahel,26.7,36.4,28.7,67,13.1,S,1014.5,9.2
2715,2022-06-27,Sud-Ouest,21.4,31.9,53.2,83,20.6,SE,1012.8,9.7
2716,2022-06-28,Centre,25.0,36.3,0.0,78,17.5,SE,1013.7,10.8
2717,2022-06-28,Nord,23.9,38.2,42.1,70,13.9,SE,1014.4,8.0
2718,2022-06-28,Est,24.5,38.4,9.8,75,18.5,S,1013.8,7.6
2719,2022-06-28,Sahel,28.8,37.8,2.4,63,25.0,SW,1017.7,9.0
2720,2022-06-28,Sud-Ouest,19.8,32.3,0.0,89,13.0,SW,1017.8,7.6
2721,2022-06-29,Centre,23.0,35.3,5.0,80,15.0,SE,1011.9,9.5
2722,2022-06-29,Nord,25.5,39.7,2.7,70,9.6,SW,1011.4,10.8
2723,2022-06-29,Est,23.9,34.8,4.4,74,13.5,SE,1016.6,8.2
2724,2022-06-29,Sahel,23.9,37.9,1.7,69,19.2,SW,1018.8,7.6
2725,2022-06-29,Sud-Ouest,20.5,33.1,0.6,87,7.7,SE,1015.7,7.0
2726,2022-06-30,Centre,23.4,32.4,21.1,84,6.0,S,1014.5,8.5
2727,2022-06-30,Nord,25.2,36.2,2.6,74,14.1,S,1016.3,7.5
2728,2022-06-30,Est,23.5,31.4,1.6,75,18.4,S,1010.2,8.3
2729,2022-06-30,Sahel,27.6,32.6,4.0,67,23.4,SE,1015.1,7.8
2730,2022-06-30,Sud-Ouest,22.3,32.4,2.8,82,15.4,SW,1015.4,8.9
2731,2022-07-01,Centre,24.1,33.7,32.2,81,25.0,SE,1013.4,11.1
2732,2022-07-01,Nord,27.3,35.7,0.0,66,19.9,S,1017.7,8.1
2733,2022-07-01,Est,21.2,31.4,14.0,76,25.0,S,1016.4,6.6
2734,2022-07-01,Sahel,25.7,39.3,4.1,66,10.2,S,1015.9,7.2
2735,2022-07-01,Sud-Ouest,21.2,28.8,19.0,85,25.0,S,1020.0,7.4
2736,2022-07-02,Centre,25.1,34.6,49.8,82,12.5,SW,1015.0,9.2
2737,2022-07-02,Nord,25.0,38.8,5.9,68,20.5,SE,1010.9,7.3
2738,2022-07-02,Est,21.9,32.1,61.9,79,6.2,SE,1010.0,6.8
2739,2022-07-02,Sahel,27.4,36.3,1.7,72,23.3,SW,1016.4,8.6
2740,2022-07-02,Sud-Ouest,20.2,35.5,0.0,90,19.0,SW,1013.7,7.2
2741,2022-07-03,Centre,23.1,37.0,5.8,83,6.6,SE,1019.9,8.4
2742,2022-07-03,Nord,22.1,34.4,32.4,72,10.8,SE,1019.1,8.8
2743,2022-07-03,Est,22.9,35.9,31.9,71,14.5,SW,1012.9,8.1
2744,2022-07-03,Sahel,26.2,35.0,43.7,66,10.7,SE,1014.4,8.1
2745,2022-07-03,Sud-Ouest,20.6,35.5,5.5,88,19.0,S,1013.3,6.0
2746,2022-07-04,Centre,22.8,32.9,75.5,75,10.3,SW,1011.3,9.8
2747,2022-07-04,Nord,24.2,37.2,47.9,68,12.4,SW,1012.0,6.6
2748,2022-07-04,Est,20.6,29.9,0.0,79,25.0,S,1019.5,7.7
